ROI_ID,ROI_Name,pIPS_Connectivity,LO_Connectivity,Difference,Abs_Difference,CI_Lower,CI_Upper,LOO_Reliability,Bootstrap_Significant,LOO_Significant,Combined_Significant,Direction,Condition,Analysis_Type
131,7Networks_RH_SomMot_16,0.1383237126800749,0.0876763920403189,0.050647320639755994,0.050647320639755994,0.0342772841401812,0.06749150256315867,0.9444444444444444,True,True,True,pIPS > LO,nontools,fc
132,7Networks_RH_SomMot_17,0.1915972207983335,0.12668861365980572,0.06490860713852778,0.06490860713852778,0.03736582702129251,0.09132466305875118,0.8333333333333334,True,True,True,pIPS > LO,nontools,fc
133,7Networks_RH_SomMot_18,0.1789056770503521,0.13397564976993534,0.04493002728041676,0.04493002728041676,0.022056908532977117,0.06731235993405178,0.8333333333333334,True,True,True,pIPS > LO,nontools,fc
134,7Networks_RH_SomMot_19,0.18178393257160982,0.12280781981017855,0.058976112761431276,0.058976112761431276,0.03173190065556102,0.08776684551396303,0.8888888888888888,True,True,True,pIPS > LO,nontools,fc
135,7Networks_RH_DorsAttn_Post_1,0.1838210601773527,0.21189176415403685,-0.028070703976684153,0.028070703976684153,-0.05477231424301862,-0.003080384526401785,0.6111111111111112,True,False,False,LO > pIPS,nontools,fc
136,7Networks_RH_DorsAttn_Post_2,0.17810525558888912,0.1700282113419639,0.008077044246925236,0.008077044246925236,-0.01983629294360678,0.034786627446818645,0.5,False,False,False,pIPS > LO,nontools,fc
137,7Networks_RH_DorsAttn_Post_3,0.13765003718435764,0.07861343957483768,0.05903659760951996,0.05903659760951996,0.039537463929607636,0.08019357960309004,1.0,True,True,True,pIPS > LO,nontools,fc
138,7Networks_RH_DorsAttn_Post_4,0.17875593134926426,0.12285425927903917,0.05590167207022509,0.05590167207022509,0.03431009076432222,0.07730248095985087,0.9444444444444444,True,True,True,pIPS > LO,nontools,fc
139,7Networks_RH_DorsAttn_Post_5,0.18669619783759117,0.1425917007856899,0.04410449705190128,0.04410449705190128,0.02342012866607142,0.06500655997854969,0.7777777777777778,True,True,True,pIPS > LO,nontools,fc
140,7Networks_RH_DorsAttn_Post_6,0.1864326505197419,0.09793148086302811,0.08850116965671379,0.08850116965671379,0.06329440929306049,0.11194345756019983,0.9444444444444444,True,True,True,pIPS > LO,nontools,fc
141,7Networks_RH_DorsAttn_Post_7,0.24890153772301143,0.2432742677628994,0.005627269960112036,0.005627269960112036,-0.021639808257006912,0.03201392094294229,0.5,False,False,False,pIPS > LO,nontools,fc
142,7Networks_RH_DorsAttn_Post_8,0.2378584812912676,0.21709675052099758,0.02076173077027002,0.02076173077027002,-0.005931948083970276,0.048368179228984655,0.5,False,False,False,pIPS > LO,nontools,fc
143,7Networks_RH_DorsAttn_Post_9,0.20927430275413725,0.10356086746065153,0.10571343529348572,0.10571343529348572,0.08605038094101472,0.12491084058613826,1.0,True,True,True,pIPS > LO,nontools,fc
144,7Networks_RH_DorsAttn_Post_10,0.18070359176231754,0.1372028602183693,0.043500731543948234,0.043500731543948234,0.021386531864603375,0.06835930891360882,0.7777777777777778,True,True,True,pIPS > LO,nontools,fc
145,7Networks_RH_DorsAttn_FEF_1,0.1598746780720022,0.12926822983556324,0.03060644823643896,0.03060644823643896,0.008107498044975922,0.05204210028880171,0.7222222222222222,True,False,False,pIPS > LO,nontools,fc
146,7Networks_RH_DorsAttn_FEF_2,0.15402708450953165,0.09420832791106983,0.05981875659846182,0.05981875659846182,0.03654613868242854,0.0800359268300882,0.9444444444444444,True,True,True,pIPS > LO,nontools,fc
147,7Networks_RH_DorsAttn_PrCv_1,0.11281421066572268,0.08705606906571323,0.025758141600009457,0.025758141600009457,0.007661275850195032,0.043030679139256886,0.7777777777777778,True,True,True,pIPS > LO,nontools,fc
148,7Networks_RH_SalVentAttn_TempOccPar_1,0.15109881396508879,0.09302857901073164,0.05807023495435715,0.05807023495435715,0.03714852141630318,0.07803671514718898,0.8333333333333334,True,True,True,pIPS > LO,nontools,fc
149,7Networks_RH_SalVentAttn_TempOccPar_2,0.14666230293611685,0.11112722303692459,0.03553507989919226,0.03553507989919226,0.0179984082508276,0.05237507930869469,0.7777777777777778,True,True,True,pIPS > LO,nontools,fc
150,7Networks_RH_SalVentAttn_TempOccPar_3,0.12714742387955388,0.08387741764696936,0.04327000623258452,0.04327000623258452,0.02642419187145101,0.059866547832886356,0.8888888888888888,True,True,True,pIPS > LO,nontools,fc
